"Configuration","Establishment_date","Establishment_rate","Coverage","Effect","EI_prioritization","EI_ID","Scenario_end","Step_length","Scenario_ID","Time_step","Target_classes","Prob_perturb_threshold"
"Connectivity","2020","Steady","0.22","Preservation","Cultural",435,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.22","Preservation","Cultural",436,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.22","Preservation","Cultural",437,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.22","Preservation","Cultural",438,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.22","Preservation","Cultural",439,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.22","Preservation","Cultural",440,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.22","Preservation","Cultural",441,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.22","Preservation","Cultural",442,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.22","Preservation","Cultural",443,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.22","Preservation","Cultural",444,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.22","Preservation","Cultural",445,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.22","Preservation","Cultural",446,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.22","Preservation","Cultural",447,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.22","Preservation","Cultural",448,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.22","Preservation","Cultural",449,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.22","Preservation","Cultural",450,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.22","Preservation","Cultural",451,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.22","Preservation","Cultural",452,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.22","Preservation","Cultural",453,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.22","Preservation","Cultural",454,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.22","Preservation","Cultural",455,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.22","Preservation","Cultural",456,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.22","Preservation","Cultural",457,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.22","Preservation","Cultural",458,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.22","Preservation","Cultural",459,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.22","Preservation","Cultural",460,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.22","Preservation","Cultural",461,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.22","Preservation","Cultural",462,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.22","Preservation","Cultural",463,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.22","Preservation","Cultural",464,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.22","Preservation","Cultural",465,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.22","Preservation","Cultural",466,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.22","Preservation","Cultural",467,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.22","Preservation","Cultural",468,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.25","Preservation","Cultural",469,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.25","Preservation","Cultural",470,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.25","Preservation","Cultural",471,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.25","Preservation","Cultural",472,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.25","Preservation","Cultural",473,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.25","Preservation","Cultural",474,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.25","Preservation","Cultural",475,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.25","Preservation","Cultural",476,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.25","Preservation","Cultural",477,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.25","Preservation","Cultural",478,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.25","Preservation","Cultural",479,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.25","Preservation","Cultural",480,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.25","Preservation","Cultural",481,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.25","Preservation","Cultural",482,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.25","Preservation","Cultural",483,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.25","Preservation","Cultural",484,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.25","Preservation","Cultural",485,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.25","Preservation","Cultural",486,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.25","Preservation","Cultural",487,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.25","Preservation","Cultural",488,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.25","Preservation","Cultural",489,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.25","Preservation","Cultural",490,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.25","Preservation","Cultural",491,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.25","Preservation","Cultural",492,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.25","Preservation","Cultural",493,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.25","Preservation","Cultural",494,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.25","Preservation","Cultural",495,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.25","Preservation","Cultural",496,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.25","Preservation","Cultural",497,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.25","Preservation","Cultural",498,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.25","Preservation","Cultural",499,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.25","Preservation","Cultural",500,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.25","Preservation","Cultural",501,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.25","Preservation","Cultural",502,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.25","Preservation","Cultural",503,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.25","Preservation","Cultural",504,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.3","Preservation","Cultural",505,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Steady","0.3","Preservation","Cultural",506,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Steady","0.3","Preservation","Cultural",507,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Steady","0.3","Preservation","Cultural",508,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Steady","0.3","Preservation","Cultural",509,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Steady","0.3","Preservation","Cultural",510,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Steady","0.3","Preservation","Cultural",511,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Steady","0.3","Preservation","Cultural",512,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Steady","0.3","Preservation","Cultural",513,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Steady","0.3","Preservation","Cultural",514,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Steady","0.3","Preservation","Cultural",515,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Steady","0.3","Preservation","Cultural",516,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Rapid","0.3","Preservation","Cultural",517,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Rapid","0.3","Preservation","Cultural",518,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Rapid","0.3","Preservation","Cultural",519,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Rapid","0.3","Preservation","Cultural",520,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Rapid","0.3","Preservation","Cultural",521,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Rapid","0.3","Preservation","Cultural",522,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Rapid","0.3","Preservation","Cultural",523,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Rapid","0.3","Preservation","Cultural",524,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Rapid","0.3","Preservation","Cultural",525,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Rapid","0.3","Preservation","Cultural",526,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Rapid","0.3","Preservation","Cultural",527,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Rapid","0.3","Preservation","Cultural",528,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Lagged","0.3","Preservation","Cultural",529,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2020","Lagged","0.3","Preservation","Cultural",530,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2020","Lagged","0.3","Preservation","Cultural",531,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2025","Lagged","0.3","Preservation","Cultural",532,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2025","Lagged","0.3","Preservation","Cultural",533,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2025","Lagged","0.3","Preservation","Cultural",534,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2030","Lagged","0.3","Preservation","Cultural",535,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2030","Lagged","0.3","Preservation","Cultural",536,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2030","Lagged","0.3","Preservation","Cultural",537,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2035","Lagged","0.3","Preservation","Cultural",538,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Small_patches","2035","Lagged","0.3","Preservation","Cultural",539,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Connectivity","2035","Lagged","0.3","Preservation","Cultural",540,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Urban, Int_AG, Perm_crops",5
"Large_patches","2020","Steady","0.22","Restoration","Cultural",541,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Steady","0.22","Restoration","Cultural",542,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Steady","0.22","Restoration","Cultural",543,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.22","Restoration","Cultural",544,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.22","Restoration","Cultural",545,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.22","Restoration","Cultural",546,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Steady","0.22","Restoration","Cultural",547,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Steady","0.22","Restoration","Cultural",548,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Steady","0.22","Restoration","Cultural",549,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Steady","0.22","Restoration","Cultural",550,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Steady","0.22","Restoration","Cultural",551,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Steady","0.22","Restoration","Cultural",552,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Rapid","0.22","Restoration","Cultural",553,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Rapid","0.22","Restoration","Cultural",554,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Rapid","0.22","Restoration","Cultural",555,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Rapid","0.22","Restoration","Cultural",556,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Rapid","0.22","Restoration","Cultural",557,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Rapid","0.22","Restoration","Cultural",558,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Rapid","0.22","Restoration","Cultural",559,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Rapid","0.22","Restoration","Cultural",560,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Rapid","0.22","Restoration","Cultural",561,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Rapid","0.22","Restoration","Cultural",562,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Rapid","0.22","Restoration","Cultural",563,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Rapid","0.22","Restoration","Cultural",564,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Lagged","0.22","Restoration","Cultural",565,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Lagged","0.22","Restoration","Cultural",566,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Lagged","0.22","Restoration","Cultural",567,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Lagged","0.22","Restoration","Cultural",568,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Lagged","0.22","Restoration","Cultural",569,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Lagged","0.22","Restoration","Cultural",570,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2030","Lagged","0.22","Restoration","Cultural",571,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2030","Lagged","0.22","Restoration","Cultural",572,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2030","Lagged","0.22","Restoration","Cultural",573,"2060",5,"EI_CUL","2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2035","Lagged","0.22","Restoration","Cultural",574,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2035","Lagged","0.22","Restoration","Cultural",575,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2035","Lagged","0.22","Restoration","Cultural",576,"2060",5,"EI_CUL","2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2020","Steady","0.25","Restoration","Cultural",577,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2020","Steady","0.25","Restoration","Cultural",578,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2020","Steady","0.25","Restoration","Cultural",579,"2060",5,"EI_CUL","2020, 2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Large_patches","2025","Steady","0.25","Restoration","Cultural",580,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Small_patches","2025","Steady","0.25","Restoration","Cultural",581,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
"Connectivity","2025","Steady","0.25","Restoration","Cultural",582,"2060",5,"EI_CUL","2025, 2030, 2035, 2040, 2045, 2050, 2055, 2060","Open_Forest, Closed_Forest, Grassland",5
